"interaction","name","selected","shared interaction","shared name"
"interacts with","RDH11 (interacts with) HK1","false","interacts with","RDH11 (interacts with) HK1"
"interacts with","RDH11 (interacts with) CDK16","false","interacts with","RDH11 (interacts with) CDK16"
"interacts with","RDH11 (interacts with) TMEM25","false","interacts with","RDH11 (interacts with) TMEM25"
"interacts with","TMEM25 (interacts with) HTRA1","false","interacts with","TMEM25 (interacts with) HTRA1"
"interacts with","TMEM25 (interacts with) NGLY1","false","interacts with","TMEM25 (interacts with) NGLY1"
"interacts with","TMEM25 (interacts with) SIL1","false","interacts with","TMEM25 (interacts with) SIL1"
"interacts with","TMEM25 (interacts with) SCPEP1","false","interacts with","TMEM25 (interacts with) SCPEP1"
"interacts with","FOSL2 (interacts with) CYTH3","false","interacts with","FOSL2 (interacts with) CYTH3"
"interacts with","FOSL2 (interacts with) AHCYL1","false","interacts with","FOSL2 (interacts with) AHCYL1"
"interacts with","FOSL2 (interacts with) NEMF","false","interacts with","FOSL2 (interacts with) NEMF"
"interacts with","FOSL2 (interacts with) BRD4","false","interacts with","FOSL2 (interacts with) BRD4"
"interacts with","FOSL2 (interacts with) IFT56","false","interacts with","FOSL2 (interacts with) IFT56"
"interacts with","FOSL2 (interacts with) GTPBP1","false","interacts with","FOSL2 (interacts with) GTPBP1"
"interacts with","FOSL2 (interacts with) CIT","false","interacts with","FOSL2 (interacts with) CIT"
"interacts with","FOSL2 (interacts with) ATF7","false","interacts with","FOSL2 (interacts with) ATF7"
"interacts with","FOSL2 (interacts with) SDC4","false","interacts with","FOSL2 (interacts with) SDC4"
"interacts with","FOSL2 (interacts with) YLPM1","false","interacts with","FOSL2 (interacts with) YLPM1"
"interacts with","FOSL2 (interacts with) LIG3","false","interacts with","FOSL2 (interacts with) LIG3"
"interacts with","FOSL2 (interacts with) ANKRD17","false","interacts with","FOSL2 (interacts with) ANKRD17"
"interacts with","FOSL2 (interacts with) GPC4","false","interacts with","FOSL2 (interacts with) GPC4"
"interacts with","FOSL2 (interacts with) JUN","false","interacts with","FOSL2 (interacts with) JUN"
"interacts with","FOSL2 (interacts with) JUND","false","interacts with","FOSL2 (interacts with) JUND"
"interacts with","FOSL2 (interacts with) TBL3","false","interacts with","FOSL2 (interacts with) TBL3"
"interacts with","FOSL2 (interacts with) CHD3","false","interacts with","FOSL2 (interacts with) CHD3"
"interacts with","FOSL2 (interacts with) IK","false","interacts with","FOSL2 (interacts with) IK"
"interacts with","FOSL2 (interacts with) CREB5","false","interacts with","FOSL2 (interacts with) CREB5"
"interacts with","FOSL2 (interacts with) MLLT1","false","interacts with","FOSL2 (interacts with) MLLT1"
"interacts with","FOSL2 (interacts with) CENPC","false","interacts with","FOSL2 (interacts with) CENPC"
"interacts with","FOSL2 (interacts with) FMR1","false","interacts with","FOSL2 (interacts with) FMR1"
"interacts with","FOSL2 (interacts with) RSBN1","false","interacts with","FOSL2 (interacts with) RSBN1"
"interacts with","FOSL2 (interacts with) TMEM214","false","interacts with","FOSL2 (interacts with) TMEM214"
"interacts with","FOSL2 (interacts with) CTR9","false","interacts with","FOSL2 (interacts with) CTR9"
"interacts with","FOSL2 (interacts with) DNMBP","false","interacts with","FOSL2 (interacts with) DNMBP"
"interacts with","FOSL2 (interacts with) C1D","false","interacts with","FOSL2 (interacts with) C1D"
"interacts with","FOSL2 (interacts with) WDR43","false","interacts with","FOSL2 (interacts with) WDR43"
"interacts with","FOSL2 (interacts with) NCBP3","false","interacts with","FOSL2 (interacts with) NCBP3"
"interacts with","FOSL2 (interacts with) RBM26","false","interacts with","FOSL2 (interacts with) RBM26"
"interacts with","FOSL2 (interacts with) PHC2","false","interacts with","FOSL2 (interacts with) PHC2"
"interacts with","FOSL2 (interacts with) IFT70B","false","interacts with","FOSL2 (interacts with) IFT70B"
"interacts with","FOSL2 (interacts with) NBEA","false","interacts with","FOSL2 (interacts with) NBEA"
"interacts with","FOSL2 (interacts with) UBE2R2","false","interacts with","FOSL2 (interacts with) UBE2R2"
"interacts with","FOSL2 (interacts with) IRF2BP2","false","interacts with","FOSL2 (interacts with) IRF2BP2"
"interacts with","FOSL2 (interacts with) IRF2BP1","false","interacts with","FOSL2 (interacts with) IRF2BP1"
"interacts with","FOSL2 (interacts with) ANKHD1-EIF4EBP3","false","interacts with","FOSL2 (interacts with) ANKHD1-EIF4EBP3"
"interacts with","FOSL2 (interacts with) IFT81","false","interacts with","FOSL2 (interacts with) IFT81"
"interacts with","FOSL2 (interacts with) SIRT1","false","interacts with","FOSL2 (interacts with) SIRT1"
"interacts with","FOSL2 (interacts with) THOC1","false","interacts with","FOSL2 (interacts with) THOC1"
"interacts with","FOSL2 (interacts with) COP1","false","interacts with","FOSL2 (interacts with) COP1"
"interacts with","FOSL2 (interacts with) LEO1","false","interacts with","FOSL2 (interacts with) LEO1"
"interacts with","FOSL2 (interacts with) KBTBD7","false","interacts with","FOSL2 (interacts with) KBTBD7"
"interacts with","FOSL2 (interacts with) IRF2BPL","false","interacts with","FOSL2 (interacts with) IRF2BPL"
"interacts with","FOSL2 (interacts with) OSBPL3","false","interacts with","FOSL2 (interacts with) OSBPL3"
"interacts with","FOSL2 (interacts with) IFT22","false","interacts with","FOSL2 (interacts with) IFT22"
"interacts with","FOSL2 (interacts with) IFT74","false","interacts with","FOSL2 (interacts with) IFT74"
"interacts with","FOSL2 (interacts with) RBM15","false","interacts with","FOSL2 (interacts with) RBM15"
"interacts with","FOSL2 (interacts with) DIDO1","false","interacts with","FOSL2 (interacts with) DIDO1"
"interacts with","FOSL2 (interacts with) DNTTIP1","false","interacts with","FOSL2 (interacts with) DNTTIP1"
"interacts with","FOSL2 (interacts with) CDKN2AIP","false","interacts with","FOSL2 (interacts with) CDKN2AIP"
"interacts with","FOSL2 (interacts with) RBM27","false","interacts with","FOSL2 (interacts with) RBM27"
"interacts with","FOSL2 (interacts with) TJP2","false","interacts with","FOSL2 (interacts with) TJP2"
"interacts with","FOSL2 (interacts with) UPF2","false","interacts with","FOSL2 (interacts with) UPF2"
"interacts with","FOSL2 (interacts with) MRM3","false","interacts with","FOSL2 (interacts with) MRM3"
"interacts with","FOSL2 (interacts with) IFT46","false","interacts with","FOSL2 (interacts with) IFT46"
"interacts with","FOSL2 (interacts with) IFT52","false","interacts with","FOSL2 (interacts with) IFT52"
"interacts with","FOSL2 (interacts with) ARIH1","false","interacts with","FOSL2 (interacts with) ARIH1"
"interacts with","FOSL2 (interacts with) UTP18","false","interacts with","FOSL2 (interacts with) UTP18"
"interacts with","FOSL2 (interacts with) IFT172","false","interacts with","FOSL2 (interacts with) IFT172"
"interacts with","FOSL2 (interacts with) TSR3","false","interacts with","FOSL2 (interacts with) TSR3"
"interacts with","FOSL2 (interacts with) TNIK","false","interacts with","FOSL2 (interacts with) TNIK"
"interacts with","FOSL2 (interacts with) SCAF8","false","interacts with","FOSL2 (interacts with) SCAF8"
"interacts with","LDHC (interacts with) LDHB","false","interacts with","LDHC (interacts with) LDHB"
"interacts with","LDHC (interacts with) FOSL2","false","interacts with","LDHC (interacts with) FOSL2"
"interacts with","LDHC (interacts with) TMEM25","false","interacts with","LDHC (interacts with) TMEM25"
"interacts with","FOSL2 (interacts with) GPC6","false","interacts with","FOSL2 (interacts with) GPC6"
"interacts with","LDHC (interacts with) LDHA","false","interacts with","LDHC (interacts with) LDHA"
"interacts with","NUP35 (interacts with) CDK14","false","interacts with","NUP35 (interacts with) CDK14"
"interacts with","NUP35 (interacts with) LDHC","false","interacts with","NUP35 (interacts with) LDHC"
"interacts with","NUP35 (interacts with) FOSL2","false","interacts with","NUP35 (interacts with) FOSL2"
"interacts with","NUP35 (interacts with) NAB2","false","interacts with","NUP35 (interacts with) NAB2"
"interacts with","MAT2B (interacts with) TOR1B","false","interacts with","MAT2B (interacts with) TOR1B"
"interacts with","MAT2B (interacts with) MICALL2","false","interacts with","MAT2B (interacts with) MICALL2"
"interacts with","MAT2B (interacts with) BAIAP2L1","false","interacts with","MAT2B (interacts with) BAIAP2L1"
"interacts with","CNN3 (interacts with) BCKDK","false","interacts with","CNN3 (interacts with) BCKDK"
"interacts with","CNN3 (interacts with) ATE1","false","interacts with","CNN3 (interacts with) ATE1"
"interacts with","CNN3 (interacts with) HSPA8","false","interacts with","CNN3 (interacts with) HSPA8"
"interacts with","CNN3 (interacts with) PPP3R1","false","interacts with","CNN3 (interacts with) PPP3R1"
"interacts with","NUP35 (interacts with) P3H1","false","interacts with","NUP35 (interacts with) P3H1"
"interacts with","NUP35 (interacts with) KCTD9","false","interacts with","NUP35 (interacts with) KCTD9"
"interacts with","NUP35 (interacts with) TMEM25","false","interacts with","NUP35 (interacts with) TMEM25"
"interacts with","CNN3 (interacts with) LUZP1","false","interacts with","CNN3 (interacts with) LUZP1"
"interacts with","CNN3 (interacts with) TRIM11","false","interacts with","CNN3 (interacts with) TRIM11"
"interacts with","CNN3 (interacts with) OSBPL6","false","interacts with","CNN3 (interacts with) OSBPL6"
"interacts with","CNN3 (interacts with) CORO2B","false","interacts with","CNN3 (interacts with) CORO2B"
"interacts with","CNN3 (interacts with) NEXN","false","interacts with","CNN3 (interacts with) NEXN"
"interacts with","CNN3 (interacts with) ACOX1","false","interacts with","CNN3 (interacts with) ACOX1"
"interacts with","CNN3 (interacts with) CDC73","false","interacts with","CNN3 (interacts with) CDC73"
"interacts with","SFRP4 (interacts with) UCK2","false","interacts with","SFRP4 (interacts with) UCK2"
"interacts with","PEX3 (interacts with) FLOT1","false","interacts with","PEX3 (interacts with) FLOT1"
"interacts with","PEX3 (interacts with) PEX19","false","interacts with","PEX3 (interacts with) PEX19"
"interacts with","PEX3 (interacts with) FLOT2","false","interacts with","PEX3 (interacts with) FLOT2"
"interacts with","SFRP4 (interacts with) ITPRID2","false","interacts with","SFRP4 (interacts with) ITPRID2"
"interacts with","SFRP4 (interacts with) ATAD2","false","interacts with","SFRP4 (interacts with) ATAD2"
"interacts with","SFRP4 (interacts with) SAMD1","false","interacts with","SFRP4 (interacts with) SAMD1"
"interacts with","SURF6 (interacts with) URB1","false","interacts with","SURF6 (interacts with) URB1"
"interacts with","SURF6 (interacts with) KIF1B","false","interacts with","SURF6 (interacts with) KIF1B"
"interacts with","SURF6 (interacts with) ZBTB11","false","interacts with","SURF6 (interacts with) ZBTB11"
"interacts with","SURF6 (interacts with) BLM","false","interacts with","SURF6 (interacts with) BLM"
"interacts with","PEX3 (interacts with) LDB1","false","interacts with","PEX3 (interacts with) LDB1"
"interacts with","PEX3 (interacts with) IGSF8","false","interacts with","PEX3 (interacts with) IGSF8"
"interacts with","SURF6 (interacts with) U2SURP","false","interacts with","SURF6 (interacts with) U2SURP"
"interacts with","SURF6 (interacts with) THAP12","false","interacts with","SURF6 (interacts with) THAP12"
"interacts with","SURF6 (interacts with) TAF5","false","interacts with","SURF6 (interacts with) TAF5"
"interacts with","SURF6 (interacts with) TAF1C","false","interacts with","SURF6 (interacts with) TAF1C"
"interacts with","SURF6 (interacts with) TRIP4","false","interacts with","SURF6 (interacts with) TRIP4"
"interacts with","SURF6 (interacts with) KNOP1","false","interacts with","SURF6 (interacts with) KNOP1"
"interacts with","SURF6 (interacts with) CENPC","false","interacts with","SURF6 (interacts with) CENPC"
"interacts with","SURF6 (interacts with) TBL3","false","interacts with","SURF6 (interacts with) TBL3"
"interacts with","SURF6 (interacts with) GTF3C1","false","interacts with","SURF6 (interacts with) GTF3C1"
"interacts with","SURF6 (interacts with) MDC1","false","interacts with","SURF6 (interacts with) MDC1"
"interacts with","SURF6 (interacts with) SETX","false","interacts with","SURF6 (interacts with) SETX"
"interacts with","SURF6 (interacts with) RBBP6","false","interacts with","SURF6 (interacts with) RBBP6"
"interacts with","SURF6 (interacts with) RIOX2","false","interacts with","SURF6 (interacts with) RIOX2"
"interacts with","SURF6 (interacts with) DHX37","false","interacts with","SURF6 (interacts with) DHX37"
"interacts with","SURF6 (interacts with) GLYR1","false","interacts with","SURF6 (interacts with) GLYR1"
"interacts with","SURF6 (interacts with) TUT7","false","interacts with","SURF6 (interacts with) TUT7"
"interacts with","SURF6 (interacts with) SPTY2D1","false","interacts with","SURF6 (interacts with) SPTY2D1"
"interacts with","SURF6 (interacts with) MIDEAS","false","interacts with","SURF6 (interacts with) MIDEAS"
"interacts with","SURF6 (interacts with) BBX","false","interacts with","SURF6 (interacts with) BBX"
"interacts with","SURF6 (interacts with) DGCR8","false","interacts with","SURF6 (interacts with) DGCR8"
"interacts with","SURF6 (interacts with) PINX1","false","interacts with","SURF6 (interacts with) PINX1"
"interacts with","SURF6 (interacts with) ZNF668","false","interacts with","SURF6 (interacts with) ZNF668"
"interacts with","SURF6 (interacts with) CKAP2L","false","interacts with","SURF6 (interacts with) CKAP2L"
"interacts with","SURF6 (interacts with) SRBD1","false","interacts with","SURF6 (interacts with) SRBD1"
"interacts with","SURF6 (interacts with) DDX55","false","interacts with","SURF6 (interacts with) DDX55"
"interacts with","SURF6 (interacts with) SNIP1","false","interacts with","SURF6 (interacts with) SNIP1"
"interacts with","SURF6 (interacts with) KIFC1","false","interacts with","SURF6 (interacts with) KIFC1"
"interacts with","SURF6 (interacts with) NUSAP1","false","interacts with","SURF6 (interacts with) NUSAP1"
"interacts with","SURF6 (interacts with) REXO4","false","interacts with","SURF6 (interacts with) REXO4"
"interacts with","SURF6 (interacts with) GZF1","false","interacts with","SURF6 (interacts with) GZF1"
"interacts with","SURF6 (interacts with) ZNF385A","false","interacts with","SURF6 (interacts with) ZNF385A"
