Gene,HEKTE,HCT116,U2OS
411,0.2101875158519935,0.1702149478986842,0.20717442180628406
412,0.11797921215909644,0.03315839384700412,0.05514828838898501
414,0.22745050362069485,0.11627579261516645,0.0207406508199674
415,0.196442061423801,0.0,0.01459311690751855
416,0.0,0.0,0.0
417,0.0,0.0,0.0018406060836133342
419,0.0,0.0,0.0
420,0.0,0.0,0.0027474188357120687
421,0.19116910751586974,0.23868349944311673,0.3462269347159467
427,0.3431714153127816,0.39444198944702163,0.380961279784431
429,0.0008529971234947871,0.02837812995360463,0.018482704080821432
430,0.0,0.002795103948375123,0.0
432,0.07820589479221395,0.030456472927335596,0.1362209414655976
433,0.0016975901978076029,0.0,0.005415953407313117
434,0.004182561394741299,0.0,0.02148127282492568
435,0.29407555426391396,0.3480876867371271,0.3201056245880519
438,0.0,0.0018725522533507403,0.0018406060836133342
439,0.36499674365361956,0.4422280700876296,0.39817459829415874
440,0.2982197830888849,0.4028423777444685,0.4243418422903058
443,0.008170513163084972,0.0,0.0018406060836133342
444,0.4177256434542176,0.515551901428102,0.4133046866100472
445,0.12116640093579148,0.33579042085628324,0.41880239262162183
460,0.0008529971234947871,0.011556996964798548,0.14123505973475273
462,0.0008529971234947871,0.020341103864576927,0.0
463,0.08386749957334921,0.10969250439313213,0.18296821893580975
466,0.24585207768630205,0.3001244820323052,0.3033668505799645
467,0.22574325366699086,0.2616447979150448,0.24628453507675535
468,0.4959583777535657,0.5731210860751998,0.5639786887476861
471,0.3882546459844228,0.49468814435752934,0.4429734703745707
472,0.269755455218211,0.27305282756680793,0.29855248332140405
473,0.23948414616539418,0.2648584800290664,0.2889796606083798
474,0.0,0.0009409112327372734,0.0009248590718990001
475,0.45221059684936576,0.45513620556782475,0.48631818954556194
476,0.44810871746211783,0.530792229712739,0.4966903078910571
477,0.007387626410394262,0.0,0.03324497038868817
478,0.014188808593562897,0.26890688515010375,0.1269748993986836
479,0.0,0.017240472029426024,0.0045349271916093
480,0.0,0.0,0.0
481,0.33177131230274437,0.3499980708768369,0.359915496316295
482,0.002533943208326684,0.0,0.05718001015347517
483,0.4210325902437084,0.48171548615465726,0.33868998487759
486,0.04082541483175601,0.015651177497697705,0.0045349271916093
487,0.05038830786520721,0.13547732568915336,0.1666944720671159
488,0.3731176040475132,0.48544474341218247,0.38879650154376394
489,0.06481893750378476,0.17419382087612226,0.1381330731932479
490,0.31554248700437637,0.34042343694700605,0.27440936284746975
491,0.0,0.0009409112327372734,0.02148127282492568
492,0.0016975901978076029,0.0009409112327372734,0.06254855342467275
493,0.28145091432324704,0.29276306909298494,0.26383107256266314
495,0.0016975901978076029,0.0,0.0009248590718990001
496,0.0033622153870905155,0.0,0.0045349271916093
498,0.5122190121763337,0.6152769067347714,0.5281926924630739
501,0.3910396047074923,0.3990973106241246,0.48866657712602474
506,0.5437253097223739,0.6573922709436667,0.5662481237673704
509,0.4966691003401244,0.5698951724198738,0.5132323959546684
513,0.36376238262169813,0.46340438425489067,0.369919110218304
514,0.35996180395844135,0.34372388036985374,0.46191915846936477
515,0.42392430076495613,0.5471904303859969,0.48663046869165927
516,0.4950502965723777,0.5714253817520598,0.5107081296066079
517,0.5193753075630684,0.5457844806752106,0.588994197280394
518,0.47110686562364823,0.5838690389631015,0.5261484001383949
521,0.5369672537290133,0.6284155120608829,0.5717192463714847
522,0.4900725165554285,0.5541871551023505,0.5040391714175647
523,0.239798351173025,0.32653329533641107,0.2602269276027602
525,0.002533943208326684,0.0,0.03891810809166872
526,0.32981840051409067,0.36937397057758825,0.35772332736020146
527,0.44808570452176,0.45323553895652713,0.4667677278842199
528,0.27204645337849187,0.39752849824448017,0.2970809871025181
529,0.38724035139525237,0.46677092590059355,0.3762472568578423
533,0.4215485556369171,0.47658029438862404,0.43334126863053535
534,0.08256860345732583,0.06019521338659769,0.10364970087479969
535,0.2536676193127382,0.3104586398438628,0.06762387498639176
537,0.39013035219656195,0.37843671421101865,0.43587013890057985
538,0.11466893588514404,0.12941963723434152,0.13535831281598282
539,0.4990312312693956,0.5729444812871913,0.5217232243764764
540,0.10234960488359371,0.14911431546317294,0.10926668417320033
545,0.2410437799103076,0.2947521142510086,0.2049468135136726
546,0.2818999078863387,0.3055074440820951,0.4265023993839638
